script,font_1,font_2,cosine_similarity,cosine_distance
Cyrillic,FiraSansExtraCondensed-Medium,ZenKakuGothicAntique-Regular,0.9621,0.0379
Cyrillic,AlegreyaSansSC-Black,Play-Bold,0.962,0.038
Cyrillic,Andika-Italic,Rubik-Italic[wght],0.9619,0.0381
Cyrillic,FiraSans-Black,RoundedMplus1c-ExtraBold,0.9619,0.0381
Cyrillic,RocknRollOne-Regular,FiraSans-Black,0.9619,0.0381
Cyrillic,RobotoCondensed[wght],Jost[wght],0.9618,0.0382
Cyrillic,NotoSansTC[wght],IosevkaCharon-Light,0.9618,0.0382
Cyrillic,ZenKakuGothicAntique-Regular,Ubuntu-Regular,0.9618,0.0382
Cyrillic,KaiseiDecol-Medium,PlayfairDisplaySC-Black,0.9617,0.0383
Cyrillic,Play-Bold,Ubuntu-Regular,0.9617,0.0383
Cyrillic,"NunitoSans[YTLC,opsz,wdth,wght]",MontserratAlternates-Thin,0.9617,0.0383
Cyrillic,KaiseiOpti-Medium,PlayfairDisplaySC-Black,0.9617,0.0383
Cyrillic,BellotaText-LightItalic,"UbuntuSans-Italic[wdth,wght]",0.9617,0.0383
Cyrillic,MPLUS1p-Bold,Lato-BoldItalic,0.9616,0.0384
Cyrillic,"OpenSans[wdth,wght]",Lato-BoldItalic,0.9615,0.0385
Cyrillic,RocknRollOne-Regular,KaiseiTokumin-ExtraBold,0.9614,0.0386
Cyrillic,ComicRelief-Regular,Ubuntu-Regular,0.9614,0.0386
Cyrillic,"NunitoSans[YTLC,opsz,wdth,wght]",MPLUS1p-Thin,0.9614,0.0386
Cyrillic,IstokWeb-Italic,YsabeauInfant-Italic[wght],0.9613,0.0387
Cyrillic,"OpenSans[wdth,wght]",FiraSans-Black,0.9613,0.0387
Cyrillic,MPLUS1p-Bold,Manrope[wght],0.9612,0.0388
Cyrillic,PT_Serif-Web-Italic,EBGaramond-Italic[wght],0.9612,0.0388
Cyrillic,SpectralSC-SemiBoldItalic,AlegreyaSC-BlackItalic,0.9612,0.0388
Cyrillic,MPLUS1p-Medium,NotoSansTC[wght],0.9612,0.0388
Cyrillic,Rubik-Italic[wght],FiraSans-ExtraLightItalic,0.9611,0.0389
Cyrillic,MPLUS1p-Medium,Lato-BoldItalic,0.9609,0.0391
Cyrillic,FiraSans-Black,JejuGothic-Regular,0.9609,0.0391
Cyrillic,FiraSansExtraCondensed-Medium,JejuGothic-Regular,0.9608,0.0392
Cyrillic,RobotoCondensed[wght],Ubuntu-Light,0.9608,0.0392
Cyrillic,GothicA1-Black,Ubuntu-Regular,0.9607,0.0393
Cyrillic,"OpenSans[wdth,wght]",FiraSansCondensed-Black,0.9607,0.0393
Cyrillic,RobotoCondensed[wght],Ubuntu-Regular,0.9606,0.0394
Cyrillic,FiraSansExtraCondensed-Medium,Ubuntu-Regular,0.9606,0.0394
Cyrillic,FiraSans-ExtraLightItalic,"UbuntuSans-Italic[wdth,wght]",0.9605,0.0395
Cyrillic,"OpenSans[wdth,wght]",ComicRelief-Regular,0.9604,0.0396
Cyrillic,Alegreya-Italic[wght],AlegreyaSans-LightItalic,0.9604,0.0396
Cyrillic,Cuprum[wght],Ubuntu-Light,0.9604,0.0396
Cyrillic,"NunitoSans[YTLC,opsz,wdth,wght]",BIZUDPGothic-Regular,0.9603,0.0397
Cyrillic,MontserratAlternates-Bold,Play-Bold,0.9602,0.0398
Cyrillic,MPLUS1p-Bold,Sansation-Light,0.9602,0.0398
Cyrillic,RoundedMplus1c-ExtraBold,Ubuntu-Regular,0.9601,0.0399
Cyrillic,NanumGothicCoding-Regular,MPLUS1p-Bold,0.9601,0.0399
Cyrillic,Jost[wght],JejuGothic-Regular,0.9601,0.0399
Cyrillic,WDXLLubrifontSC-Regular,IosevkaCharon-Light,0.9601,0.0399
Cyrillic,Lato-ExtraBoldItalic,GothicA1-Black,0.96,0.04
Cyrillic,GothicA1-Black,FiraSansCondensed-Black,0.96,0.04
Cyrillic,RocknRollOne-Regular,RoundedMplus1c-ExtraBold,0.96,0.04
Cyrillic,Lato-BoldItalic,"UbuntuSans-Italic[wdth,wght]",0.96,0.04
Cyrillic,MPLUS1p-Medium,Play-Bold,0.9599,0.0401
Cyrillic,Rubik-Italic[wght],Lato-BoldItalic,0.9599,0.0401
Cyrillic,MPLUS1p-Bold,Gidole-Regular,0.9599,0.0401
Cyrillic,BIZUDPGothic-Regular,Manrope[wght],0.9599,0.0401
Cyrillic,MontserratAlternates-MediumItalic,IstokWeb-Italic,0.9598,0.0402
Cyrillic,FiraSans-MediumItalic,FiraSans-ExtraLightItalic,0.9598,0.0402
Cyrillic,ZenOldMincho-Medium,Batang-Regular,0.9598,0.0402
Cyrillic,SpectralSC-Light,JejuGothic-Regular,0.9597,0.0403
Cyrillic,Lato-ExtraBoldItalic,MPLUS1p-Bold,0.9597,0.0403
Cyrillic,SpectralSC-Light,"SourceSerif4-Italic[opsz,wght]",0.9597,0.0403
Cyrillic,Sansation-Light,Montserrat[wght],0.9597,0.0403
Cyrillic,AlegreyaSC-BlackItalic,"SourceSerif4-Italic[opsz,wght]",0.9596,0.0404
Cyrillic,NanumGothicCoding-Regular,NotoSansTC[wght],0.9596,0.0404
Cyrillic,Philosopher-BoldItalic,YsabeauInfant-Italic[wght],0.9594,0.0406
Cyrillic,"TikTokSans[opsz,slnt,wdth,wght]",JejuGothic-Regular,0.9594,0.0406
