script,font_1,font_2,cosine_similarity,cosine_distance
Telugu,Mallanna-Regular,Ponnala-Regular,0.8549,0.1451
Telugu,HindGuntur-SemiBold,Timmana-Regular,0.8548,0.1452
Telugu,AkayaTelivigala-Regular,Peddana-Regular,0.8547,0.1453
Telugu,HindGuntur-Medium,Suranna-Regular,0.853,0.147
Telugu,LakkiReddy-Regular,Suravaram-Regular,0.8525,0.1475
Telugu,NotoSerifTelugu[wght],Suravaram-Regular,0.8522,0.1478
Telugu,AkayaTelivigala-Regular,TenaliRamakrishna-Regular,0.8521,0.1479
Telugu,AkayaTelivigala-Regular,"AnekTelugu[wdth,wght]",0.8519,0.1481
Telugu,SreeKrushnadevaraya-Regular,TiroTelugu-Italic,0.8512,0.1488
Telugu,NATS-Regular,TenaliRamakrishna-Regular,0.851,0.149
Telugu,BalooTammudu2[wght],TenaliRamakrishna-Regular,0.8508,0.1492
Telugu,AkayaTelivigala-Regular,HindGuntur-Bold,0.8507,0.1493
Telugu,RaviPrakash-Regular,Timmana-Regular,0.8505,0.1495
Telugu,Suravaram-Regular,TiroTelugu-Regular,0.8502,0.1498
Telugu,Mallanna-Regular,NotoSerifTelugu[wght],0.8502,0.1498
Telugu,Timmana-Regular,TiroTelugu-Italic,0.8497,0.1503
Telugu,Chathura-Regular,Sirivennela-Regular,0.8491,0.1509
Telugu,HindGuntur-Bold,SreeKrushnadevaraya-Regular,0.8481,0.1519
Telugu,Chathura-Light,Sirivennela-Regular,0.848,0.152
Telugu,NATS-Regular,Peddana-Regular,0.8477,0.1523
Telugu,HindGuntur-SemiBold,Suranna-Regular,0.8454,0.1546
Telugu,Ponnala-Regular,Suravaram-Regular,0.8453,0.1547
Telugu,Mandali-Regular,Suravaram-Regular,0.8453,0.1547
Telugu,Gurajada-Regular,TenaliRamakrishna-Regular,0.8439,0.1561
Telugu,"AnekTelugu[wdth,wght]",Suranna-Regular,0.8436,0.1564
Telugu,Dhurjati-Regular,Sirivennela-Regular,0.8435,0.1565
Telugu,Sirivennela-Regular,SreeKrushnadevaraya-Regular,0.8428,0.1572
Telugu,Gurajada-Regular,NTR-Regular,0.8426,0.1574
Telugu,HindGuntur-Bold,Timmana-Regular,0.8418,0.1582
Telugu,HindGuntur-Bold,TenaliRamakrishna-Regular,0.8417,0.1583
Telugu,Dhurjati-Regular,Suravaram-Regular,0.8415,0.1585
Telugu,Suranna-Regular,TiroTelugu-Italic,0.8405,0.1595
Telugu,Dhurjati-Regular,Peddana-Regular,0.8404,0.1596
Telugu,AkayaTelivigala-Regular,Ramaraja-Regular,0.8399,0.1601
Telugu,NATS-Regular,Ramaraja-Regular,0.8366,0.1634
Telugu,NATS-Regular,Ponnala-Regular,0.8359,0.1641
Telugu,Mandali-Regular,Ramabhadra-Regular,0.8357,0.1643
Telugu,Sirivennela-Regular,TenaliRamakrishna-Regular,0.8357,0.1643
