script,font_1,font_2,cosine_similarity,cosine_distance
Devanagari,Palanquin-Regular,MartelSans-SemiBold,0.9583,0.0417
Devanagari,IBMPlexSansDevanagari-Regular,Kadwa-Bold,0.9581,0.0419
Devanagari,PalanquinDark-Medium,Glegoo-Bold,0.9579,0.0421
Devanagari,Lohit-Devanagari,Khula-Light,0.9578,0.0422
Devanagari,Sumana-Regular,Eczar[wght],0.9576,0.0424
Devanagari,Halant-SemiBold,Halant-Light,0.9576,0.0424
Devanagari,Mukta-Bold,Khula-Light,0.9575,0.0425
Devanagari,EkMukta-Bold,Khula-Light,0.9575,0.0425
Devanagari,Sahitya-Regular,NotoSansDevanagariUI-ExtraLight,0.9572,0.0428
Devanagari,MartelSans-Bold,Amiko-SemiBold,0.9572,0.0428
Devanagari,Palanquin-ExtraLight,Glegoo-Bold,0.957,0.043
Devanagari,Khula-Light,Mukta-Light,0.957,0.043
Devanagari,Poppins-Regular,Glegoo-Bold,0.957,0.043
Devanagari,Kadwa-Bold,Khula-ExtraBold,0.957,0.043
Devanagari,Martel-Bold,Halant-Light,0.9569,0.0431
Devanagari,TiroDevanagariMarathi-Italic,Karma-Regular,0.9566,0.0434
Devanagari,TiroDevanagariHindi-Italic,Karma-Regular,0.9566,0.0434
Devanagari,IBMPlexSansDevanagari-Regular,PalanquinDark-Regular,0.9566,0.0434
Devanagari,Palanquin-SemiBold,Palanquin-ExtraLight,0.9566,0.0434
Devanagari,Palanquin-SemiBold,Martel-ExtraBold,0.9565,0.0435
Devanagari,Khula-Light,MartelSans-SemiBold,0.9564,0.0436
Devanagari,Martel-DemiBold,Laila-Bold,0.9564,0.0436
Devanagari,Yantramanav-Black,NotoSansDevanagariUI-Medium,0.9562,0.0438
Devanagari,Palanquin-Medium,MartelSans-SemiBold,0.9561,0.0439
Devanagari,PalanquinDark-Medium,Palanquin-Light,0.956,0.044
Devanagari,Biryani-ExtraBold,EkMukta-ExtraBold,0.9559,0.0441
Devanagari,Biryani-ExtraBold,Mukta-ExtraBold,0.9559,0.0441
Devanagari,Khula-Light,Jaldi-Regular,0.9557,0.0443
Devanagari,Yantramanav-Light,"NotoSans[wdth,wght]",0.9557,0.0443
Devanagari,Laila-Regular,Martel-DemiBold,0.9556,0.0444
Devanagari,Mukta-Bold,Biryani-ExtraBold,0.9555,0.0445
Devanagari,IBMPlexSansDevanagari-SemiBold,MartelSans-SemiBold,0.9555,0.0445
Devanagari,EkMukta-Bold,Biryani-ExtraBold,0.9555,0.0445
Devanagari,MartelSans-Regular,Karma-SemiBold,0.9555,0.0445
Devanagari,Laila-Regular,Halant-Light,0.9553,0.0447
Devanagari,MartelSans-Bold,Palanquin-ExtraLight,0.9553,0.0447
Devanagari,Martel-ExtraBold,PalanquinDark-Regular,0.9552,0.0448
Devanagari,Palanquin-ExtraLight,IBMPlexSansDevanagari-Bold,0.9552,0.0448
Devanagari,Sahitya-Regular,Rajdhani-SemiBold,0.9552,0.0448
Devanagari,Palanquin-Regular,Martel-Bold,0.9552,0.0448
