font_file,font_family,script,codepoint_coverage,total_glyphs,expansion_ratio,vertical_footprint,friction_score,friction_contextual_joining,friction_indic_shaping,friction_ligature_heavy,friction_mark_positioning,friction_rtl_layout
EkMukta-ExtraLight.ttf,Ek Mukta,Devanagari,128,1368,15.1015625,1.662,3,False,True,True,True,False
EkMukta-Regular.ttf,Ek Mukta,Devanagari,128,1368,15.1015625,1.662,3,False,True,True,True,False
EkMukta-SemiBold.ttf,Ek Mukta,Devanagari,128,1368,15.1015625,1.662,3,False,True,True,True,False
"NotoSansBengali[wdth,wght].ttf",Noto Sans Bengali,Bengali,96,730,3.1875,1.325,4,True,True,True,True,False
AkayaTelivigala-Regular.ttf,Akaya Telivigala,Telugu,84,1036,1.8571428571428572,1.196,3,False,True,True,True,False
Alyamama[wght].ttf,Alyamama Light,Arabic,134,1234,2.044776119402985,1.43,4,True,False,True,True,True
Kalam-Regular.ttf,Kalam,Devanagari,94,1027,3.234042553191489,1.594,3,False,True,True,True,False
Kalam-Light.ttf,Kalam Light,Devanagari,94,1027,3.234042553191489,1.594,3,False,True,True,True,False
Kalam-Bold.ttf,Kalam,Devanagari,94,1027,3.234042553191489,1.594,3,False,True,True,True,False
DotumChe-Regular.ttf,DotumChe,Cyrillic,94,22643,1.0,1.0,0,False,False,False,False,False
DotumChe-Regular.ttf,DotumChe,Katakana,86,22643,1.0,1.0,0,False,False,False,False,False
DotumChe-Regular.ttf,DotumChe,Han,7744,22643,1.0,1.0,0,False,False,False,False,False
Jaldi-Regular.ttf,Jaldi,Devanagari,156,1232,7.487179487179487,1.68994140625,3,False,True,True,True,False
Jaldi-Bold.ttf,Jaldi,Devanagari,156,1232,7.487179487179487,1.68994140625,3,False,True,True,True,False
BalooTammudu2[wght].ttf,Baloo Tammudu 2,Telugu,88,1508,2.1818181818181817,2.296,3,False,True,True,True,False
IstokWeb-Italic.ttf,Istok Web,Cyrillic,186,991,1.435483870967742,1.439453125,2,False,False,True,True,False
IstokWeb-BoldItalic.ttf,Istok Web,Cyrillic,186,991,1.435483870967742,1.439453125,2,False,False,True,True,False
IstokWeb-Bold.ttf,Istok Web,Cyrillic,186,1034,1.435483870967742,1.439453125,2,False,False,True,True,False
IstokWeb-Regular.ttf,Istok Web,Cyrillic,186,1379,1.435483870967742,1.439453125,2,False,False,True,True,False
Lunasima-Regular.ttf,Lunasima,Cyrillic,260,1945,1.45,1.06982421875,2,False,False,True,False,True
Lunasima-Bold.ttf,Lunasima,Cyrillic,260,1945,1.45,1.06982421875,2,False,False,True,False,True
SourceCodePro[wght].ttf,Source Code Pro ExtraLight,Cyrillic,150,1568,1.1466666666666667,1.257,2,False,False,False,True,True
Laila-Medium.ttf,Laila,Devanagari,100,931,2.8,1.55,3,False,True,True,True,False
Laila-Light.ttf,Laila,Devanagari,100,931,2.8,1.55,3,False,True,True,True,False
Laila-SemiBold.ttf,Laila,Devanagari,100,931,2.8,1.55,3,False,True,True,True,False
Laila-Regular.ttf,Laila,Devanagari,100,931,2.8,1.55,3,False,True,True,True,False
Laila-Bold.ttf,Laila,Devanagari,100,931,2.8,1.55,3,False,True,True,True,False
RubikDoodleTriangles-Regular.ttf,Rubik Doodle Triangles,Cyrillic,182,774,1.445054945054945,1.185,3,False,False,True,True,True
GulimChe-Regular.ttf,GulimChe,Cyrillic,94,22522,1.0,1.0,0,False,False,False,False,False
GulimChe-Regular.ttf,GulimChe,Katakana,86,22522,1.0,1.0,0,False,False,False,False,False
GulimChe-Regular.ttf,GulimChe,Han,7744,22522,1.0,1.0,0,False,False,False,False,False
LibertinusMath-Regular.ttf,Libertinus Math,Cyrillic,230,4379,1.0,1.14,2,False,False,False,True,True
MaShanZheng-Regular.ttf,Ma Shan Zheng,Han,6763,7017,1.0,1.0,0,False,False,False,False,False
AlumniSansCollegiateOneSC-Italic.ttf,Alumni Sans Collegiate One SC,Cyrillic,92,1025,1.565217391304348,1.2,2,False,False,True,True,False
AlumniSansCollegiateOneSC-Regular.ttf,Alumni Sans Collegiate One SC,Cyrillic,92,1026,1.565217391304348,1.2,2,False,False,True,True,False
MartelSans-Black.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-ExtraBold.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-Bold.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-Regular.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-Light.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-SemiBold.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
MartelSans-ExtraLight.ttf,Martel Sans,Devanagari,122,721,8.37704918032787,1.824,3,False,True,True,True,False
FiraCode[wght].ttf,Fira Code Light,Cyrillic,288,1857,1.1493055555555556,1.312,3,True,False,False,True,True
Martel-Heavy.ttf,Martel Heavy,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-Regular.ttf,Martel,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-Light.ttf,Martel Light,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-Bold.ttf,Martel,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-ExtraBold.ttf,Martel ExtraBold,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-DemiBold.ttf,Martel DemiBold,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
Martel-UltraLight.ttf,Martel UltraLight,Devanagari,122,718,7.786885245901639,1.687,3,False,True,True,True,False
NotoNaskhArabicUI[wght].ttf,Noto Naskh Arabic UI,Arabic,1053,1597,2.3124406457739792,1.362,4,True,False,True,True,True
ChironSungHK[wght].ttf,Chiron Sung HK ExtraLight,Cyrillic,150,51055,26.226666666666667,1.18,3,True,False,True,True,False
ChironSungHK[wght].ttf,Chiron Sung HK ExtraLight,Katakana,112,51055,25.571428571428573,1.18,3,True,False,True,True,False
ChironSungHK[wght].ttf,Chiron Sung HK ExtraLight,Han,31471,51055,26.682914429157,1.18,3,True,False,True,True,False
ChironSungHK-Italic[wght].ttf,Chiron Sung HK ExtraLight,Cyrillic,150,50660,26.226666666666667,1.18,3,True,False,True,True,False
ChironSungHK-Italic[wght].ttf,Chiron Sung HK ExtraLight,Katakana,112,50660,25.571428571428573,1.18,3,True,False,True,True,False
ChironSungHK-Italic[wght].ttf,Chiron Sung HK ExtraLight,Han,31471,50660,26.682914429157,1.18,3,True,False,True,True,False
ChironHeiHK-Italic[wght].ttf,Chiron Hei HK ExtraLight,Cyrillic,156,51596,19.871794871794872,1.18,4,True,False,True,True,True
ChironHeiHK-Italic[wght].ttf,Chiron Hei HK ExtraLight,Katakana,112,51596,19.285714285714285,1.18,4,True,False,True,True,True
ChironHeiHK-Italic[wght].ttf,Chiron Hei HK ExtraLight,Han,31541,51596,20.126882470435305,1.18,4,True,False,True,True,True
ChironHeiHK[wght].ttf,Chiron Hei HK ExtraLight,Cyrillic,156,52080,19.871794871794872,1.18,4,True,False,True,True,True
ChironHeiHK[wght].ttf,Chiron Hei HK ExtraLight,Katakana,112,52080,19.285714285714285,1.18,4,True,False,True,True,True
ChironHeiHK[wght].ttf,Chiron Hei HK ExtraLight,Han,31541,52080,20.126882470435305,1.18,4,True,False,True,True,True
NotoSerifHK[wght].ttf,Noto Serif HK ExtraLight,Cyrillic,66,20933,5.5,1.0,2,False,False,True,True,False
NotoSerifHK[wght].ttf,Noto Serif HK ExtraLight,Katakana,112,20933,5.714285714285714,1.0,2,False,False,True,True,False
NotoSerifHK[wght].ttf,Noto Serif HK ExtraLight,Han,17755,20933,5.918389186144748,1.0,2,False,False,True,True,False
Gotu-Regular.ttf,Gotu,Devanagari,129,1643,23.24031007751938,1.66,3,False,True,True,True,False
MPLUSRounded1c-Thin.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Thin.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Thin.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-Bold.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Bold.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Bold.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-ExtraBold.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-ExtraBold.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-ExtraBold.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-Light.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Light.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Light.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-Black.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Black.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Black.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-Medium.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Medium.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Medium.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
MPLUSRounded1c-Regular.ttf,Rounded Mplus 1c,Cyrillic,264,8546,2.1818181818181817,1.09,3,False,False,True,True,True
MPLUSRounded1c-Regular.ttf,Rounded Mplus 1c,Katakana,112,8546,2.142857142857143,1.09,3,False,False,True,True,True
MPLUSRounded1c-Regular.ttf,Rounded Mplus 1c,Han,4964,8546,2.1990330378726832,1.09,3,False,False,True,True,True
"NotoSerifBengali[wdth,wght].ttf",Noto Serif Bengali,Bengali,96,986,3.7708333333333335,1.594,3,True,True,False,True,False
TrainOne-Regular.ttf,Train One,Cyrillic,66,5313,1.4090909090909092,1.0,1,False,False,True,False,False
TrainOne-Regular.ttf,Train One,Katakana,94,5313,1.446808510638298,1.0,1,False,False,True,False,False
TrainOne-Regular.ttf,Train One,Han,2966,5313,1.4490896830748483,1.0,1,False,False,True,False,False
YujiBoku-Regular.ttf,Yuji Boku,Cyrillic,66,9504,1.4090909090909092,1.0,1,False,False,True,False,False
YujiBoku-Regular.ttf,Yuji Boku,Katakana,94,9504,1.446808510638298,1.0,1,False,False,True,False,False
YujiBoku-Regular.ttf,Yuji Boku,Han,6841,9504,1.449934220143254,1.0,1,False,False,True,False,False
ShipporiMincho-Bold.ttf,Shippori Mincho,Katakana,110,16359,1.4363636363636363,1.0,3,False,False,True,True,True
ShipporiMincho-Bold.ttf,Shippori Mincho,Han,14506,16359,1.4250654901420101,1.0,3,False,False,True,True,True
ShipporiMincho-SemiBold.ttf,Shippori Mincho,Katakana,110,16359,1.4363636363636363,1.0,3,False,False,True,True,True
ShipporiMincho-SemiBold.ttf,Shippori Mincho,Han,14506,16359,1.4250654901420101,1.0,3,False,False,True,True,True
ShipporiMincho-Regular.ttf,Shippori Mincho,Katakana,110,16359,1.4363636363636363,1.0,3,False,False,True,True,True
ShipporiMincho-Regular.ttf,Shippori Mincho,Han,14506,16359,1.4250654901420101,1.0,3,False,False,True,True,True
ShipporiMincho-Medium.ttf,Shippori Mincho,Katakana,110,16359,1.4363636363636363,1.0,3,False,False,True,True,True
ShipporiMincho-Medium.ttf,Shippori Mincho,Han,14506,16359,1.4250654901420101,1.0,3,False,False,True,True,True
ShipporiMincho-ExtraBold.ttf,Shippori Mincho,Katakana,110,16359,1.4363636363636363,1.0,3,False,False,True,True,True
ShipporiMincho-ExtraBold.ttf,Shippori Mincho,Han,14506,16359,1.4250654901420101,1.0,3,False,False,True,True,True
Arima[wght].ttf,Arima Thin,Tamil,72,1393,2.388888888888889,1.633,3,False,True,True,True,False
Bitter[wght].ttf,Bitter Thin,Cyrillic,240,1542,1.6,1.2,3,True,False,True,True,False
Bitter-Italic[wght].ttf,Bitter Thin,Cyrillic,240,1511,1.6,1.2,3,True,False,True,True,False
Arsenal-Italic.ttf,Arsenal,Cyrillic,238,1031,3.6470588235294117,1.254,2,False,False,True,True,False
Arsenal-Regular.ttf,Arsenal,Cyrillic,238,1041,3.2058823529411766,1.254,2,False,False,True,True,False
Arsenal-Bold.ttf,Arsenal,Cyrillic,238,1041,3.2058823529411766,1.254,2,False,False,True,True,False
Arsenal-BoldItalic.ttf,Arsenal,Cyrillic,238,1031,3.6470588235294117,1.254,2,False,False,True,True,False
Pochaevsk-Regular.ttf,Pochaevsk,Cyrillic,128,522,1.296875,1.451,1,False,False,False,True,False
RuslanDisplay-Regular.ttf,Ruslan Display,Cyrillic,94,454,1.0,1.085,0,False,False,False,False,False
CharisSIL-Bold.ttf,Charis SIL,Cyrillic,268,3609,1.4477611940298507,1.6357421875,3,False,False,True,True,True
CharisSIL-Italic.ttf,Charis SIL,Cyrillic,268,3609,1.4477611940298507,1.6357421875,3,False,False,True,True,True
CharisSIL-BoldItalic.ttf,Charis SIL,Cyrillic,268,3609,1.4477611940298507,1.6357421875,3,False,False,True,True,True
CharisSIL-Regular.ttf,Charis SIL,Cyrillic,268,3609,1.4477611940298507,1.6357421875,3,False,False,True,True,True
LakkiReddy-Regular.ttf,Lakki Reddy,Telugu,93,882,1.978494623655914,1.6630859375,2,False,True,False,True,False
Stick-Regular.ttf,Stick,Cyrillic,66,9362,1.2727272727272727,1.0,1,False,False,True,False,False
Stick-Regular.ttf,Stick,Katakana,94,9362,1.297872340425532,1.0,1,False,False,True,False,False
Stick-Regular.ttf,Stick,Han,6758,9362,1.299348919798757,1.0,1,False,False,True,False,False
VollkornSC-SemiBold.ttf,Vollkorn SC,Cyrillic,236,1035,7.673728813559322,1.393,3,True,False,True,True,False
VollkornSC-Black.ttf,Vollkorn SC,Cyrillic,236,1035,7.673728813559322,1.393,3,True,False,True,True,False
VollkornSC-Bold.ttf,Vollkorn SC,Cyrillic,236,1035,7.673728813559322,1.393,3,True,False,True,True,False
VollkornSC-Regular.ttf,Vollkorn SC,Cyrillic,236,1035,7.673728813559322,1.393,3,True,False,True,True,False
Atma-Medium.ttf,Atma,Bengali,91,760,4.428571428571429,1.619,3,True,True,False,True,False
Atma-SemiBold.ttf,Atma,Bengali,91,760,4.428571428571429,1.619,3,True,True,False,True,False
Atma-Light.ttf,Atma,Bengali,91,760,4.428571428571429,1.619,3,True,True,False,True,False
Atma-Bold.ttf,Atma,Bengali,91,760,4.428571428571429,1.619,3,True,True,False,True,False
Atma-Regular.ttf,Atma,Bengali,91,760,4.428571428571429,1.619,3,True,True,False,True,False
WDXLLubrifontSC-Regular.ttf,WDXL 滑油字 SC,Cyrillic,66,15985,11.636363636363637,1.18,2,False,False,True,True,False
WDXLLubrifontSC-Regular.ttf,WDXL 滑油字 SC,Katakana,90,15985,12.266666666666667,1.18,2,False,False,True,True,False
WDXLLubrifontSC-Regular.ttf,WDXL 滑油字 SC,Han,12148,15985,12.698715837998025,1.18,2,False,False,True,True,False
"NotoSansTelugu[wdth,wght].ttf",Noto Sans Telugu,Telugu,100,1247,2.5,1.352,2,False,True,False,True,False
Khand-Medium.ttf,Khand Medium,Devanagari,104,1035,2.730769230769231,1.529,3,False,True,True,True,False
Khand-Bold.ttf,Khand,Devanagari,104,1034,2.730769230769231,1.529,3,False,True,True,True,False
Khand-Light.ttf,Khand Light,Devanagari,104,1033,2.730769230769231,1.529,3,False,True,True,True,False
Khand-Regular.ttf,Khand,Devanagari,104,1033,2.730769230769231,1.529,3,False,True,True,True,False
Khand-SemiBold.ttf,Khand SemiBold,Devanagari,104,1034,2.730769230769231,1.529,3,False,True,True,True,False
Underdog-Regular.ttf,Underdog,Cyrillic,94,412,1.0,1.156,0,False,False,False,False,False
PTM55FT.ttf,PT Mono,Cyrillic,220,808,1.9,1.12,1,False,False,True,False,False
ClimateCrisis[YEAR].ttf,Climate Crisis,Cyrillic,120,3499,1.6,1.33,3,True,False,True,True,False
NotoSansHK[wght].ttf,Noto Sans HK Thin,Cyrillic,66,20940,5.5,1.0,2,False,False,True,True,False
NotoSansHK[wght].ttf,Noto Sans HK Thin,Katakana,112,20940,5.714285714285714,1.0,2,False,False,True,True,False
NotoSansHK[wght].ttf,Noto Sans HK Thin,Han,17749,20940,5.920446222322385,1.0,2,False,False,True,True,False
Almarai-Bold.ttf,Almarai,Arabic,254,579,4.141732283464567,1.116,4,True,False,True,True,True
Almarai-ExtraBold.ttf,Almarai,Arabic,254,579,4.141732283464567,1.116,4,True,False,True,True,True
Almarai-Regular.ttf,Almarai,Arabic,254,579,4.141732283464567,1.116,4,True,False,True,True,True
Almarai-Light.ttf,Almarai,Arabic,254,579,4.141732283464567,1.116,4,True,False,True,True,True
AmstelvarAlpha-VF.ttf,AmstelvarAlpha Default,Han,19,115,1.0,1.2,0,False,False,False,False,False
JetBrainsMono[wght].ttf,JetBrains Mono,Cyrillic,98,1179,1.4285714285714286,1.32,3,True,False,False,True,True
JetBrainsMono-Italic[wght].ttf,JetBrains Mono,Cyrillic,98,1179,1.4285714285714286,1.32,3,True,False,False,True,True
Scada-Regular.ttf,Scada,Cyrillic,182,524,2.4835164835164836,1.244,2,False,False,True,True,False
Scada-Italic.ttf,Scada,Cyrillic,182,524,2.4835164835164836,1.244,2,False,False,True,True,False
Scada-BoldItalic.ttf,Scada,Cyrillic,182,524,2.4835164835164836,1.244,2,False,False,True,True,False
Scada-Bold.ttf,Scada,Cyrillic,182,524,2.4835164835164836,1.244,2,False,False,True,True,False
Parastoo[wght].ttf,Parastoo,Arabic,102,879,2.176470588235294,1.4063072973964064,4,True,False,True,True,True
Bhavuka-Regular.ttf,Bhavuka,Devanagari,156,1023,3.2115384615384617,1.26,4,False,True,True,True,True
RubikMoonrocks-Regular.ttf,Rubik Moonrocks,Cyrillic,182,774,1.445054945054945,1.185,3,False,False,True,True,True
IosevkaCharon-Italic.ttf,Iosevka Charon,Cyrillic,304,11315,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-MediumItalic.ttf,Iosevka Charon Medium,Cyrillic,304,11315,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-LightItalic.ttf,Iosevka Charon Light,Cyrillic,304,11315,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-Bold.ttf,Iosevka Charon,Cyrillic,304,11300,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-Light.ttf,Iosevka Charon Light,Cyrillic,304,11300,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-Regular.ttf,Iosevka Charon,Cyrillic,304,11300,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-Medium.ttf,Iosevka Charon Medium,Cyrillic,304,11300,1.1480263157894737,1.28,2,False,False,False,True,True
IosevkaCharon-BoldItalic.ttf,Iosevka Charon,Cyrillic,304,11315,1.1480263157894737,1.28,2,False,False,False,True,True
Lato-Italic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-LightItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Thin.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Bold.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Black.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-ExtraBold.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-SemiBoldItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Regular.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-BlackItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-ExtraLightItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-SemiBold.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-MediumItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-BoldItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-ExtraBoldItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Light.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-Medium.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-ThinItalic.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
Lato-ExtraLight.ttf,Lato,Cyrillic,275,3023,3.2363636363636363,1.2,4,True,False,True,True,True
ComforterBrush-Regular.ttf,Comforter Brush,Cyrillic,94,923,1.8936170212765957,1.41,3,True,False,True,True,False
TiroDevanagariHindi-Regular.ttf,Tiro Devanagari Hindi,Devanagari,132,1416,2.727272727272727,1.33,4,True,True,True,True,False
TiroDevanagariHindi-Italic.ttf,Tiro Devanagari Hindi,Devanagari,132,1416,2.727272727272727,1.33,4,True,True,True,True,False
RubikMonoOne-Regular.ttf,Rubik Mono One,Cyrillic,182,683,2.9285714285714284,1.238,3,False,False,True,True,True
MochiyPopPOne-Regular.ttf,Mochiy Pop P One,Katakana,110,16908,1.1454545454545455,1.0,2,False,False,False,True,True
MochiyPopPOne-Regular.ttf,Mochiy Pop P One,Han,13546,16908,1.1293370736748856,1.0,2,False,False,False,True,True
YuseiMagic-Regular.ttf,Yusei Magic,Katakana,90,8073,1.1444444444444444,1.0,2,False,False,False,True,True
YuseiMagic-Regular.ttf,Yusei Magic,Han,6722,8073,1.1499553704254686,1.0,2,False,False,False,True,True
Lalezar-Regular.ttf,Lalezar,Arabic,379,1221,5.137203166226913,1.567,4,True,False,True,True,True
PragatiNarrow-Bold.ttf,Pragati Narrow,Devanagari,156,1180,6.602564102564102,1.692,3,False,True,True,True,False
PragatiNarrow-Regular.ttf,Pragati Narrow,Devanagari,156,1180,6.602564102564102,1.692,3,False,True,True,True,False
MPLUS2[wght].ttf,M PLUS 2 Thin,Katakana,93,6650,1.4193548387096775,1.0,2,False,False,True,True,False
MPLUS2[wght].ttf,M PLUS 2 Thin,Han,5297,6650,1.4496885029261846,1.0,2,False,False,True,True,False
Liter-Regular.ttf,Liter,Cyrillic,104,482,1.1442307692307692,1.426,1,False,False,False,True,False
Triodion-Regular.ttf,Triodion,Cyrillic,136,528,1.1470588235294117,1.637,1,False,False,False,True,False
Nobile-Italic.ttf,Nobile,Cyrillic,96,490,1.1458333333333333,1.1171875,1,False,False,True,False,False
Nobile-Regular.ttf,Nobile,Cyrillic,96,400,1.1458333333333333,1.033203125,1,False,False,True,False,False
Nobile-Bold.ttf,Nobile,Cyrillic,96,344,1.1458333333333333,1.033203125,1,False,False,True,False,False
Nobile-BoldItalic.ttf,Nobile,Cyrillic,97,483,1.1443298969072164,1.1171875,1,False,False,True,False,False
Nobile-MediumItalic.ttf,Nobile,Cyrillic,96,485,1.1458333333333333,1.1171875,1,False,False,True,False,False
Nobile-Medium.ttf,Nobile,Cyrillic,96,458,1.1458333333333333,1.033203125,1,False,False,True,False,False
GajrajOne-Regular.ttf,Gajraj One,Devanagari,126,782,3.2857142857142856,1.465,2,False,True,False,True,False
NotoSansKaithi-Regular.ttf,Noto Sans Kaithi,Devanagari,10,646,1.6,1.502,2,False,True,False,True,False
Strong-Regular.ttf,Strong,Cyrillic,94,320,1.0,1.194,0,False,False,False,False,False
Harmattan-SemiBold.ttf,Harmattan SemiBold,Arabic,312,1789,3.358974358974359,1.70361328125,4,True,False,True,True,True
Harmattan-Regular.ttf,Harmattan,Arabic,312,1789,3.358974358974359,1.70361328125,4,True,False,True,True,True
Harmattan-Bold.ttf,Harmattan,Arabic,312,1789,3.358974358974359,1.70361328125,4,True,False,True,True,True
Harmattan-Medium.ttf,Harmattan Medium,Arabic,312,1789,3.358974358974359,1.70361328125,4,True,False,True,True,True
Ponomar-Regular.ttf,Ponomar,Cyrillic,154,782,1.7467532467532467,1.61,2,False,False,True,True,False
RubikMicrobe-Regular.ttf,Rubik Microbe,Cyrillic,182,774,1.445054945054945,1.185,3,False,False,True,True,True
LongCang-Regular.ttf,Long Cang,Han,6763,7017,1.0,1.0,0,False,False,False,False,False
Lobster-Regular.ttf,Lobster,Cyrillic,182,1174,9.307692307692308,1.25,3,True,False,True,True,False
STIXTwoText[wght].ttf,STIX Two Text,Cyrillic,106,2221,2.69811320754717,1.25,2,False,False,True,True,False
STIXTwoText-Italic[wght].ttf,STIX Two Text,Cyrillic,106,2238,2.981132075471698,1.25,2,False,False,True,True,False
ZenOldMincho-SemiBold.ttf,Zen Old Mincho SemiBold,Cyrillic,66,7866,1.1363636363636365,1.0,1,False,False,False,True,False
ZenOldMincho-SemiBold.ttf,Zen Old Mincho SemiBold,Katakana,94,7866,1.148936170212766,1.0,1,False,False,False,True,False
ZenOldMincho-SemiBold.ttf,Zen Old Mincho SemiBold,Han,6716,7866,1.1499404407385347,1.0,1,False,False,False,True,False
ZenOldMincho-Black.ttf,Zen Old Mincho Black,Cyrillic,66,7866,1.1363636363636365,1.0,1,False,False,False,True,False
ZenOldMincho-Black.ttf,Zen Old Mincho Black,Katakana,94,7866,1.148936170212766,1.0,1,False,False,False,True,False
ZenOldMincho-Black.ttf,Zen Old Mincho Black,Han,6716,7866,1.1499404407385347,1.0,1,False,False,False,True,False
ZenOldMincho-Bold.ttf,Zen Old Mincho,Cyrillic,66,7866,1.1363636363636365,1.0,1,False,False,False,True,False
ZenOldMincho-Bold.ttf,Zen Old Mincho,Katakana,94,7866,1.148936170212766,1.0,1,False,False,False,True,False
ZenOldMincho-Bold.ttf,Zen Old Mincho,Han,6716,7866,1.1499404407385347,1.0,1,False,False,False,True,False
ZenOldMincho-Regular.ttf,Zen Old Mincho,Cyrillic,66,7866,1.1363636363636365,1.0,1,False,False,False,True,False
ZenOldMincho-Regular.ttf,Zen Old Mincho,Katakana,94,7866,1.148936170212766,1.0,1,False,False,False,True,False
ZenOldMincho-Regular.ttf,Zen Old Mincho,Han,6716,7866,1.1499404407385347,1.0,1,False,False,False,True,False
ZenOldMincho-Medium.ttf,Zen Old Mincho Medium,Cyrillic,66,7866,1.1363636363636365,1.0,1,False,False,False,True,False
ZenOldMincho-Medium.ttf,Zen Old Mincho Medium,Katakana,94,7866,1.148936170212766,1.0,1,False,False,False,True,False
ZenOldMincho-Medium.ttf,Zen Old Mincho Medium,Han,6716,7866,1.1499404407385347,1.0,1,False,False,False,True,False
