log_exposure,log_support,complexity,diversity_index,underservedness,rank,tier
13.07951779635544,4.434761618058982,0.056191365708129326,0.7988407444739111,5.740917356209314,2,Well served
10.63610528288178,3.3715901658966745,0.5450608990209546,0.2121262694112916,6.4567155626673856,1,Underserved
